desarrollador,oferta,fuente,localidad,precio_min,precio_max,fecha_consulta,lat,lon,precio,mts_const,direccion,bathrooms,recamaras,colonia
,amplia casa en la colonia yucatan a 3 calles de cupules y garcia gineres,easybroker,garcia gineres,,,2024-02-21 13:04:12.121546,20.993468,-89.6239875,2950000.0,280.0,"Casa en Yucatan, Mérida",5.0,5.0,yucatan
,casa en venta en santa gertrudis copo,easybroker,santa gertrudis copo,,,2024-02-21 13:04:12.121546,21.0381057,-89.5933722,4500000.0,344.0,"Casa en Santa Gertrudis Copo, Mérida",4.0,3.0,santa gertrudis copo
,casona art deco en avenida principal en la zona hotelera de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.988260848,-89.6199544182,23000000.0,659.0,"Casa en Alcalá Martín, Mérida",4.0,4.0,alcala martin
,casa en pre venta en san antonio hool merida.,easybroker,san antonio hool,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,5200000.0,280.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,hermosa casa en venta residencial pensiones,easybroker,pensiones,,,2024-02-21 13:04:12.121546,20.9987589,-89.6598713,1950000.0,103.86,"Casa en Residencial Pensiones V, Mérida",2.0,3.0,pensiones
,casa remodelada a tan solo 2 cuadras del parque de la plancha merida.,easybroker,del parque,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,4900000.0,115.05,"Casa en Mérida Centro, Mérida",2.0,2.0,centro
,casa en pre venta en san antonio hool merida.,easybroker,san antonio hool,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,5450000.0,330.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa de un piso en venta en dzitya merida.,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,5600000.0,300.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa en buenavista,easybroker,buenavista,,,2024-02-21 13:04:12.121546,21.0005447,-89.6231047,3650000.0,248.74,"Casa en Colonial Buenavista, Mérida",2.0,3.0,colonial buenavista
,casa serena lujo en cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,4850000.0,165.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,casa nueva en  venta de una planta con alberca privada en merida,easybroker,,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,5845000.0,305.0,"Casa en Dzityá, Mérida",5.0,3.0,dzitya
,estrena casa de una planta con alberca en dzitya merida,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,5200000.0,316.0,"Casa en Dzityá, Mérida",5.0,3.0,dzitya
,casa seis temozon,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,5760000.0,285.0,"Casa en Temozon Norte, Mérida",3.0,3.0,x canatun
,casa en venta en san antonio hool yucatan,easybroker,san antonio hool,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3550000.0,224.0,"Casa en Dzityá, Mérida",5.0,4.0,dzitya
,casa paseos caucel,easybroker,caucel,,,2024-02-21 13:04:12.121546,20.9921202,-89.6957222,1750000.0,97.8,"Casa en Ciudad Caucel, Mérida",,2.0,ciudad caucel
,casa irmita,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,3850000.0,137.0,"Casa en Mérida Centro, Mérida",2.0,2.0,centro
,preventa casa en dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,4190000.0,225.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa en el centro de merida por santiago,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,11850000.0,350.0,"Casa en Mérida Centro, Mérida",6.0,6.0,centro
,preventa casa en dzitya dentro de privada,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3550000.0,160.0,"Casa en Dzityá, Mérida",2.0,2.0,dzitya
,casa en el centro de merida remodelada,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,6800000.0,270.0,"Casa en Mérida Centro, Mérida",3.0,3.0,centro
,casa en el centro de merida por parque santa lucia,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,21000000.0,525.0,"Casa en Mérida Centro, Mérida",4.0,4.0,centro
,casa en el centro de merida por la ermita,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,4300000.0,180.0,"Casa en Mérida Centro, Mérida",3.0,3.0,centro
,townhouse en dzitya living,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3279000.0,160.0,"Casa en Dzityá, Mérida",2.0,3.0,dzitya
,casa en venta en centro de merida ideal para negocio,easybroker,,,,2024-02-21 13:04:12.121546,20.9912236,-89.6198676,12000000.0,748.0,"Casa en Alcalá Martín, Mérida",9.0,12.0,alcala martin
,casa en preventa en cholul tipo townhouse marzo 2024,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,3190000.0,172.0,"Casa en Cholul, Mérida",2.0,2.0,cholul
,se vende bonita casa en monte de ame,easybroker,,,,2024-02-21 13:04:12.121546,21.0307114,-89.6181018,4600000.0,283.0,"Casa en Montes de Ame, Mérida",4.0,4.0,benito juarez norte
,casa en venta para entrega inmediata ubicado en emiliano  zapata norte merida,easybroker,,,,2024-02-21 13:04:12.121546,,,11000000.0,400.0,"Casa en Emiliano Zapata Nte, Mérida",4.0,3.0,
,casa residencial en venta ubicado en monterreal merida,easybroker,monterreal,,,2024-02-21 13:04:12.121546,,,11500000.0,384.0,"Casa en Monterreal, Mérida",,3.0,
,casa en venta montes de ame merida.,easybroker,montes de ame,,,2024-02-21 13:04:12.121546,,,4500000.0,241.04,"Casa en Montes de Ame, Mérida",3.0,3.0,
,casa de oportunidad para remodelacion cerca de la mejorada,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,2800000.0,158.57,"Casa en Mérida Centro, Mérida",,,centro
,casa en venta san ramon norte merida,easybroker,san ramon norte,,,2024-02-21 13:04:12.121546,21.0216205426,-89.6125173569,7000000.0,372.71,"Casa en San Ramon Norte, Mérida",,,benito juarez norte
,casa en venta en nuevo yucatan,easybroker,nuevo yucatan,,,2024-02-21 13:04:12.121546,20.9993364,-89.5839473,3800000.0,247.59,"Casa en Nuevo Yucatán, Mérida",5.0,4.0,nuevo yucatan
,excelentes townhouses xcanatun,easybroker,xcanatun,,,2024-02-21 13:04:12.121546,21.0745337,-89.6294211,2990000.0,196.8,"Casa en Xcanatún, Mérida",2.0,2.0,x canatun
,casa en venta en gran san pedro cholul con departamento independiente,easybroker,gran san pedro cholul,,,2024-02-21 13:04:12.121546,21.0220592,-89.5485678,2590000.0,147.93,"Casa en Gran San Pedro Cholul, Mérida",2.0,3.0,cholul
,casa en venta privada solana residencial merida,easybroker,solana residencial,,,2024-02-21 13:04:12.121546,20.9518735,-89.6898473,2295216.0,121.44,"Casa en Tixcacal Opichen, Mérida",2.0,3.0,tixcacal opichen
,casa remodelada en venta en el barrio de la ermita,easybroker,,,,2024-02-21 13:04:12.121546,20.9576724916,-89.6282243802,6900000.0,240.0,"Casa en Mérida Centro, Mérida",3.0,3.0,centro
,alzare residencial,easybroker,,,,2024-02-21 13:04:12.121546,,,3225000.0,119.0,"Casa en Real Montejo, Mérida",3.0,3.0,
,casa residencial en venta ubicado al norte de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9673702,-89.5925857,3550000.0,160.0,"Casa en Mérida, Mérida",2.0,2.0,lazaro cardenas
,casa en venta ubicado en merida dentro del periferico,easybroker,,,,2024-02-21 13:04:12.121546,,,2950000.0,146.0,"Casa en Mérida, Mérida",2.0,3.0,
,casa equipada y amueblada en venta ubicada en temozon norte.,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,8320000.0,314.05,"Casa en Temozon Norte, Mérida",5.0,3.0,x canatun
,casa en venta ubicado en barrio jesus carranza,easybroker,jesus carranza,,,2024-02-21 13:04:12.121546,20.9844896,-89.6075053,7700000.0,140.3,"Casa en Jesús Carranza, Mérida",2.0,2.0,jesus carranza
,casa en venta ubicado en barrio jesus carranza,easybroker,jesus carranza,,,2024-02-21 13:04:12.121546,20.9844896,-89.6075053,8030000.0,145.59,"Casa en Jesús Carranza, Mérida",2.0,2.0,jesus carranza
,hermosa casa en venta ubicada en  xcanatun,easybroker,xcanatun,,,2024-02-21 13:04:12.121546,,,7560000.0,248.0,"Casa en Xcanatún, Mérida",3.0,2.0,
,casa  en venta ubicada en temozon norte.,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,8270000.0,317.61,"Casa en Temozon Norte, Mérida",5.0,3.0,x canatun
,casa en venta en la privada real palma gran santa fe caucel merida yuc.ccv123.,easybroker,gran santa fe,,,2024-02-21 13:04:12.121546,21.0077498,-89.6857343,1950000.0,257.6,"Casa en Gran Santa Fe, Mérida",,2.0,gran santa fe
,venta de casa en juan pablo ii,easybroker,juan pablo ii,,,2024-02-21 13:04:12.121546,,,1600000.0,200.0,"Casa en Ampliación Juan Pablo II, Mérida",,,
,casa nueva de dos plantas dentro de privada zenit,easybroker,,,,2024-02-21 13:04:12.121546,,,2669433.0,145.68,"Casa en Villas de Tixcacal, Mérida",3.0,3.0,
,casa en venta en merida  tipo townhouse en temozon norteentrega inmediata,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,2999000.0,150.0,"Casa en Temozon Norte, Mérida",2.0,2.0,x canatun
,casa remodelada en venta en el centro de merida.,easybroker,,,,2024-02-21 13:04:12.121546,20.9486500479,-89.6270388702,6295250.7,277.98,"Casa en Mérida Centro, Mérida",2.0,2.0,centro
,hermosa casa en residencial san pedro cholul,easybroker,san pedro cholul,,,2024-02-21 13:04:12.121546,,,3580000.0,166.3,"Casa en San Pedro Cholul, Mérida",2.0,3.0,
,casa en venta en residencial san pedro cholul,easybroker,san pedro cholul,,,2024-02-21 13:04:12.121546,,,3290000.0,149.0,"Casa en San Pedro Cholul, Mérida",3.0,3.0,
,casa en venta totalmente remodelada en el centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,,,5500000.0,194.98,"Casa en Mérida Centro, Mérida",2.0,2.0,
,casa en venta en merida san ramon norte,easybroker,san ramon norte,,,2024-02-21 13:04:12.121546,21.0232361,-89.6075053,14500000.0,611.82,"Casa en San Ramon Norte, Mérida",4.0,3.0,benito juarez norte
,casa en colonia maya altabrisa merida,easybroker,altabrisa,,,2024-02-21 13:04:12.121546,21.0181029,-89.5842429,8500000.0,475.0,"Casa en Altabrisa, Mérida",5.0,4.0,san carlos
,casa en barrio de santiago con cochera,easybroker,,,,2024-02-21 13:04:12.121546,,,8300000.0,177.0,"Casa en Mérida Centro, Mérida",3.0,3.0,
,casa de una planta en dzitya  preventa,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,4390000.0,261.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa en venta colonia centro merida.,easybroker,,,,2024-02-21 13:04:12.121546,20.9636079,-89.6241371,2200000.0,198.0,"Casa en Mérida Centro, Mérida",3.0,4.0,centro
,casa en venta en campestre zona norte merida. mcv330.,easybroker,campestre,,,2024-02-21 13:04:12.121546,21.0113353,-89.6169246,3780000.0,200.0,"Casa en Campestre, Mérida",3.0,3.0,campestre
,casa en venta en residencial vista alegre merida yuc.  ccv328.,easybroker,vista alegre,,,2024-02-21 13:04:12.121546,,,2750000.0,252.0,"Casa en Residencial Del Arco, Mérida",2.0,4.0,
,casa en preventa en privada cholul. morera,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,3485000.0,164.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,casa en venta en el yucatan country club con vista al campo de golf,easybroker,yucatan country club,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,18000000.0,628.0,"Casa en Yucatán Country Club, Mérida",5.0,4.0,
,residencia en venta villas del sol,easybroker,villas del sol,,,2024-02-21 13:04:12.121546,21.0180559,-89.623399,19000000.0,835.0,"Casa en Ampliación Plan de Ayala (Villas del Sol), Mérida",6.0,4.0,villas del sol
,venta casa colonial equipada y remodelada con 2 recamaras  y alberca centro,easybroker,,,,2024-02-21 13:04:12.121546,20.9683925112,-89.6301770562,6200000.0,127.0,"Casa en Mérida Centro, Mérida",2.0,2.0,centro
,casa en venta en colonia bojorques en merida.,easybroker,,,,2024-02-21 13:04:12.121546,20.9771327,-89.6510504,1950000.0,101.0,"Casa en Bojorquez, Mérida",,3.0,bojorquez
,casa grande para remodelar en el centro,easybroker,,,,2024-02-21 13:04:12.121546,20.9636079,-89.6241371,4800000.0,264.0,"Casa en Mérida Centro, Mérida",4.0,4.0,centro
,casa en col. pensiones merida,easybroker,pensiones,,,2024-02-21 13:04:12.121546,21.0006180707,-89.6382663577,1800000.0,92.93,"Casa en Pensiones, Mérida",,2.0,merida issste
,venta de casa en yucatan country club,easybroker,yucatan country club,,,2024-02-21 13:04:12.121546,21.1200864,-89.5992616,24950000.0,535.0,"Casa en Yucatán Country Club, Mérida",7.0,6.0,
,townhouse en venta en residencial el origen xcanatun merida,easybroker,xcanatun,,,2024-02-21 13:04:12.121546,21.0862390545,-89.6328018131,5600000.0,210.0,"Casa en Xcanatún, Mérida",3.0,3.0,
,residencia en san ramon norte,easybroker,san ramon norte,,,2024-02-21 13:04:12.121546,21.0232361,-89.6075053,9200000.0,,"Casa en San Ramon Norte, Mérida",3.0,3.0,benito juarez norte
,casa dzitia 3 recamaras con alberca,easybroker,,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3370000.0,198.0,"Casa en Dzityá, Mérida",2.0,3.0,dzitya
,hermosa casa frente al lago en privada kilil yucatan country club,easybroker,yucatan country club,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,22500000.0,400.0,"Casa en Yucatán Country Club, Mérida",4.0,4.0,
,venta de lujosa casa dentro de privada residencial,easybroker,,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,8735000.0,374.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,venta de bonita casa de 2 plantas,easybroker,,,,2024-02-21 13:04:12.121546,21.0913888,-89.6294444,10000000.0,407.0,"Casa en La Ceiba, Mérida",3.0,4.0,
,venta de casa en privada residencial,easybroker,,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,4180000.0,251.36,"Casa en Cholul, Mérida",4.0,3.0,cholul
,venta de lujosa casa dentro de privada residencial,easybroker,,,,2024-02-21 13:04:12.121546,21.0558725,-89.5915071,8500000.0,320.0,"Casa en Cabo Norte, Mérida",6.0,5.0,temozon norte
,lujosa casa en venta,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,8100000.0,288.0,"Casa en Mérida Centro, Mérida",3.0,3.0,centro
,venta de casa de dos plantas,easybroker,,,,2024-02-21 13:04:12.121546,21.0232361,-89.6075053,7800000.0,475.0,"Casa en San Ramon Norte, Mérida",5.0,4.0,benito juarez norte
,venta  de casa en privada residencial,easybroker,,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,5750000.0,324.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,venta de ultimo towhauses,easybroker,,,,2024-02-21 13:04:12.121546,21.0352207,-89.6357563,3190000.0,151.0,"Casa en Xcumpich, Mérida",2.0,2.0,xcumpich
,venta de towhaus en dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,2800000.0,168.0,"Casa en Dzityá, Mérida",2.0,3.0,dzitya
,venta de towhauses en dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,2800000.0,168.0,"Casa en Dzityá, Mérida",2.0,3.0,dzitya
,venta de bonita casa de 4 habitaciones,easybroker,,,,2024-02-21 13:04:12.121546,21.0307721,-89.6463452,2470000.0,196.0,"Casa en Francisco de Montejo, Mérida",2.0,4.0,francisco de montejo
,venta de casa ubicada en temozonnorte,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,4395000.0,229.32,"Casa en Temozon Norte, Mérida",4.0,3.0,x canatun
,venta de  bonita casa,easybroker,,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,3350000.0,166.3,"Casa en Cholul, Mérida",3.0,3.0,cholul
,venta de casa ubicada en dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3400000.0,299.0,"Casa en Dzityá, Mérida",4.0,4.0,dzitya
,venta de lujosa casa ubicada en dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3450.0,234.0,"Casa en Dzityá, Mérida",4.0,4.0,dzitya
,venta de bonita casa de una planta,easybroker,,,,2024-02-21 13:04:12.121546,21.0441317,-89.6216334,5250000.0,260.0,"Casa en Sodzil Norte, Mérida",3.0,3.0,sodzil norte
,venta de lujosa casa dentro de privada residencial,easybroker,,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,8500000.0,320.0,"Casa en Yucatán Country Club, Mérida",,4.0,
,lujosa casa en venta en dzitya al norte de merida yuc,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0551863035,-89.6688653606,5500000.0,370.46,"Casa en Dzityá, Mérida",5.0,4.0,dzitya
,venta casa de 2 recamaras en dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,2150000.0,108.0,"Casa en Dzityá, Mérida",,2.0,dzitya
,casa en jardines de la rejoyada,easybroker,la rejoyada,,,2024-02-21 13:04:12.121546,21.1290262,-89.6862834,7500000.0,315.0,"Casa en Jardines de Rejoyada, Mérida",3.0,3.0,
,casa en venta merida el cortijo cerca yucatan country club,easybroker,yucatan country club,,,2024-02-21 13:04:12.121546,,,13800000.0,450.0,"Casa en Chablekal, Mérida",3.0,3.0,
,house for sale in merida north in gated la ceiba golf club,easybroker,la ceiba,,,2024-02-21 13:04:12.121546,21.0962319849,-89.6264641009,10918592.000000002,296.77,"Casa en Club de Golf La Ceiba, Mérida",3.0,3.0,
,casa equipada en venta dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,7600000.0,354.55,"Casa en Dzityá, Mérida",4.0,3.0,dzitya
,casa en venta en merida en privada mirador komchen,easybroker,komchen,,,2024-02-21 13:04:12.121546,21.1058410431,-89.6458196896,7850000.0,317.0,"Casa en Komchen, Mérida",5.0,4.0,komchen
,venta casa en fracc. las americas. 3 habitaciones,easybroker,las americas,,,2024-02-21 13:04:12.121546,,,2750000.0,196.66,"Casa en Las Américas II, Mérida",2.0,3.0,
,se vende casa con amplio terreno cerca de la estacion del tren maya,easybroker,maya,,,2024-02-21 13:04:12.121546,20.9249065497,-89.6222534332,798000.0,81.5,"Casa en San Jose Tecoh, Mérida",,2.0,san jose tecoh
,vendo casa al norte de merida cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0494189783,-89.5737749442,5121437.0,293.0,"Casa en Cholul, Mérida",4.0,4.0,cholul
,casa en venta remodelada en centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9636079,-89.6241371,4900000.0,115.05,"Casa en Mérida Centro, Mérida",2.0,2.0,centro
,casa en venta de 2 recamaras al norte de merida,easybroker,,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,3250000.0,172.0,"Casa en Cholul, Mérida",2.0,2.0,cholul
,casa en venta en francisco montejo merida yuc,easybroker,montejo,,,2024-02-21 13:04:12.121546,21.0344389095,-89.6479664237,1700000.0,133.31,"Casa en Francisco de Montejo, Mérida",,2.0,francisco de montejo
,casa estilo mexicano moderno en privada kilil yucatan country club,easybroker,yucatan country club,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,30000000.0,850.0,"Casa en Yucatán Country Club, Mérida",4.0,3.0,
,casa de 4 habitaciones equipada,easybroker,,,,2024-02-21 13:04:12.121546,21.0799734,-89.6569312,2950000.0,180.0,"Casa en Las Américas II, Mérida",3.0,4.0,las americas ii
,casa una planta a 7 km del centro de merida en preventa.,easybroker,,,,2024-02-21 13:04:12.121546,20.9230312,-89.6111357,1254450.0,71.4,"Casa en Del Sur, Mérida",,2.0,villa magna del sur
,casa de una planta a 7 km del centro de merida en preventa 20242025,easybroker,,,,2024-02-21 13:04:12.121546,20.9229624123,-89.6098136902,1134000.0,77.0,"Casa en Del Sur, Mérida",2.0,2.0,del sur
,town houses en temozon merida,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,3029000.0,150.0,"Casa en Temozon Norte, Mérida",2.0,2.0,x canatun
,casa en esquina en yucatan country club,easybroker,yucatan country club,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,12900000.0,320.0,"Casa en Yucatán Country Club, Mérida",4.0,4.0,
,casa equipada en venta gran santa fe tiene piscina,easybroker,gran santa fe,,,2024-02-21 13:04:12.121546,,,2900000.0,287.0,"Casa en Gran Santa Fe, Mérida",2.0,3.0,
,casa en venta al norte de la ciudad de merida. temozon.  alberca,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,6200000.0,308.83,"Casa en Temozon Norte, Mérida",5.0,4.0,x canatun
